"Choice","Age","Female","Income","Education","Job"
"BOC",47,1,3,3,"Service"
"ICBC",72,1,1,2,"Industry"
"CCB",35,1,4,5,"Government"
"BOC",53,0,5,4,"Industry"
"BOC",28,0,3,1,"Unemployed"
"BOC",69,1,3,2,"Retired"
"BOC",23,1,2,3,"Service"
"BOC",46,0,1,3,"Student"
"ICBC",65,1,1,3,"Industry"
"CCB",71,1,5,4,"Service"
"BOC",63,1,4,2,"Service"
"CCB",59,0,6,3,"Industry"
"CCB",49,1,4,4,"Service"
"CCB",46,1,6,4,"Retired"
"ICBC",30,0,4,2,"Retired"
"BOC",73,0,2,4,"Service"
"BOC",27,1,4,2,"Student"
"BOC",31,1,2,4,"Finance"
"BOC",34,0,2,4,"Education"
"CCB",30,0,5,2,"Student"
"BOC",50,1,5,1,"Unemployed"
"BOC",33,0,3,5,"Government"
"BOC",35,0,7,3,"Unemployed"
"ABC",46,1,2,3,"Retired"
"CCB",37,0,6,3,"Industry"
"BOC",65,1,5,4,"Education"
"CCB",33,1,1,1,"Finance"
"BOC",73,1,3,4,"Education"
"CCB",53,0,6,3,"Industry"
"BOC",52,1,7,1,"Unemployed"
"CCB",40,1,7,3,"Education"
"CCB",25,0,5,4,"Student"
"CCB",64,0,6,2,"Service"
"BOC",33,1,1,4,"Finance"
"BOC",43,0,6,3,"Student"
"CCB",61,1,4,4,"Industry"
"CCB",56,0,3,4,"Student"
"CCB",70,0,7,1,"Retired"
"CCB",54,1,4,2,"Retired"
"BOC",60,1,3,4,"Unemployed"
"CCB",39,0,2,1,"Finance"
"BOC",74,0,7,5,"Unemployed"
"BOC",22,1,7,3,"Student"
"BOC",56,0,5,5,"Industry"
"BOC",42,0,4,3,"Government"
"CCB",28,1,3,3,"Retired"
"CCB",49,1,7,1,"Unemployed"
"ABC",42,0,2,1,"Student"
"BOC",29,0,4,4,"Unemployed"
"BOC",55,0,2,3,"Service"
"CCB",51,0,6,3,"Finance"
"BOC",20,0,2,2,"Service"
"CCB",20,0,5,2,"Retired"
"CCB",47,1,4,4,"Student"
"BOC",22,1,6,2,"Finance"
"CCB",45,0,4,1,"Industry"
"CCB",57,0,5,1,"Service"
"BOC",28,1,3,1,"Service"
"CCB",43,1,4,2,"Finance"
"ICBC",70,0,2,1,"Retired"
"CCB",69,0,4,5,"Education"
"BOC",20,0,3,5,"Finance"
"CCB",55,1,7,3,"Government"
"BOC",24,1,3,2,"Unemployed"
"CCB",33,1,7,3,"Unemployed"
"BOC",26,0,7,4,"Retired"
"ICBC",68,0,2,2,"Service"
"CCB",44,1,7,1,"Finance"
"BOC",38,0,1,3,"Service"
"CCB",69,1,3,1,"Government"
"CCB",33,1,7,4,"Finance"
"CCB",49,0,7,5,"Government"
"CCB",25,0,7,4,"Service"
"CCB",51,1,7,2,"Retired"
"BOC",33,1,2,2,"Retired"
"BOC",51,0,4,4,"Government"
"CCB",67,1,6,4,"Industry"
"BOC",61,1,2,3,"Student"
"BOC",48,0,1,1,"Service"
"CCB",58,1,3,2,"Education"
"CCB",67,1,5,1,"Government"
"ICBC",64,1,6,2,"Service"
"BOC",27,0,1,2,"Government"
"BOC",43,1,5,5,"Finance"
"BOC",24,0,6,5,"Retired"
"CCB",67,1,7,4,"Education"
"CCB",45,1,6,2,"Finance"
"CCB",54,1,2,4,"Education"
"CCB",53,0,6,5,"Retired"
"BOC",34,1,7,4,"Government"
"CCB",63,1,5,4,"Government"
"CCB",36,0,6,4,"Student"
"BOC",21,1,2,4,"Education"
"CCB",51,1,1,2,"Finance"
"CCB",75,0,6,3,"Student"
"ABC",29,0,1,1,"Student"
"BOC",21,0,2,5,"Unemployed"
"ICBC",32,1,5,2,"Service"
"BOC",48,0,2,4,"Education"
"CCB",26,1,6,2,"Finance"
"BOC",22,1,6,2,"Service"
"BOC",29,1,2,5,"Unemployed"
"CCB",26,1,6,5,"Industry"
"CCB",31,0,6,1,"Service"
"BOC",35,0,6,4,"Student"
"CCB",42,1,3,4,"Student"
"BOC",63,1,7,2,"Unemployed"
"BOC",30,1,2,5,"Retired"
"CCB",33,1,5,2,"Student"
"BOC",34,1,2,3,"Student"
"BOC",32,1,6,3,"Retired"
"BOC",64,1,4,4,"Unemployed"
"CCB",69,0,5,3,"Finance"
"CCB",39,1,7,1,"Government"
"BOC",26,0,4,5,"Industry"
"ICBC",62,1,6,2,"Industry"
"BOC",60,1,5,1,"Industry"
"BOC",60,1,4,5,"Retired"
"CCB",50,1,2,3,"Student"
"CCB",74,0,7,4,"Unemployed"
"CCB",59,1,5,5,"Student"
"CCB",64,0,5,5,"Service"
"BOC",62,1,4,4,"Retired"
"CCB",55,0,1,3,"Retired"
"BOC",37,0,2,3,"Unemployed"
"CCB",32,0,3,3,"Finance"
"BOC",20,1,3,2,"Unemployed"
"CCB",25,1,3,4,"Education"
"CCB",65,0,7,3,"Education"
"CCB",18,0,5,3,"Student"
"CCB",32,0,7,1,"Government"
"BOC",30,1,4,4,"Government"
"CCB",65,1,7,1,"Unemployed"
"CCB",35,0,4,4,"Service"
"BOC",51,1,1,4,"Service"
"BOC",41,1,6,4,"Service"
"BOC",64,0,4,5,"Service"
"BOC",38,0,1,4,"Unemployed"
"BOC",38,1,3,1,"Student"
"CCB",74,1,5,5,"Student"
"CCB",72,1,5,4,"Government"
"CCB",37,0,7,3,"Education"
"BOC",59,0,3,5,"Retired"
"BOC",67,1,2,5,"Service"
"ICBC",37,0,6,2,"Student"
"BOC",38,1,4,4,"Industry"
"CCB",44,1,6,4,"Industry"
"BOC",26,1,5,4,"Education"
"CCB",38,0,6,3,"Unemployed"
"CCB",63,1,2,4,"Service"
"CCB",58,1,5,4,"Service"
"CCB",69,1,6,1,"Service"
"BOC",44,1,4,1,"Student"
"BOC",56,0,5,5,"Student"
"BOC",61,1,3,3,"Retired"
"BOC",50,0,2,5,"Finance"
"CCB",43,0,5,1,"Student"
"ICBC",57,1,3,1,"Industry"
"CCB",70,0,3,2,"Student"
"BOC",28,0,1,4,"Government"
"CCB",26,0,4,3,"Service"
"BOC",35,1,1,2,"Government"
"CCB",46,1,5,2,"Industry"
"CCB",50,1,4,3,"Finance"
"CCB",70,0,4,2,"Unemployed"
"BOC",65,0,1,3,"Student"
"ICBC",26,0,3,2,"Student"
"BOC",20,0,4,4,"Unemployed"
"CCB",47,0,5,1,"Retired"
"CCB",65,1,4,2,"Industry"
"CCB",58,0,4,2,"Student"
"CCB",31,0,1,1,"Student"
"BOC",37,1,5,5,"Education"
"BOC",48,1,3,4,"Service"
"ICBC",75,1,5,2,"Finance"
"CCB",70,0,6,1,"Government"
"CCB",69,0,6,3,"Retired"
"BOC",37,0,5,2,"Unemployed"
"BOC",44,1,4,2,"Student"
"CCB",31,1,5,4,"Student"
"CCB",18,0,2,3,"Unemployed"
"ICBC",67,0,2,2,"Finance"
"CCB",34,0,6,3,"Student"
"BOC",55,0,7,4,"Unemployed"
"CCB",23,1,1,1,"Finance"
"CCB",72,1,2,1,"Retired"
"BOC",27,1,5,5,"Government"
"CCB",55,0,7,2,"Unemployed"
"BOC",74,0,5,4,"Government"
"ABC",69,0,6,4,"Retired"
"BOC",48,1,3,2,"Finance"
"CCB",51,0,6,3,"Government"
"BOC",18,1,6,3,"Retired"
"BOC",51,0,7,5,"Unemployed"
"CCB",50,1,6,1,"Unemployed"
"BOC",65,1,2,4,"Government"
"BOC",62,0,5,2,"Finance"
"CCB",75,1,6,2,"Student"
"BOC",58,0,5,5,"Retired"
"CCB",49,0,6,1,"Government"
"CCB",66,1,6,4,"Unemployed"
"BOC",35,1,6,1,"Retired"
"CCB",29,0,5,1,"Education"
"BOC",33,1,1,5,"Finance"
"CCB",37,1,3,4,"Service"
"CCB",31,0,4,2,"Service"
"CCB",53,0,5,4,"Student"
"CCB",50,1,7,3,"Government"
"CCB",68,1,4,3,"Government"
"BOC",19,0,3,5,"Finance"
"CCB",71,0,4,2,"Government"
"BOC",50,1,3,3,"Student"
"CCB",63,1,4,5,"Education"
"CCB",40,0,5,2,"Student"
"BOC",55,0,1,1,"Unemployed"
"ICBC",64,1,3,2,"Unemployed"
"BOC",49,1,6,3,"Student"
"ICBC",38,0,5,5,"Retired"
"CCB",70,1,6,1,"Service"
"ICBC",46,0,3,1,"Industry"
"BOC",37,0,4,4,"Retired"
"BOC",25,1,1,4,"Finance"
"CCB",23,0,7,1,"Finance"
"BOC",29,0,6,3,"Service"
"BOC",34,1,5,1,"Industry"
"BOC",41,0,2,2,"Student"
"BOC",57,1,1,5,"Industry"
"ICBC",39,0,4,5,"Government"
"CCB",28,0,5,5,"Retired"
"ICBC",51,1,5,1,"Unemployed"
"CCB",50,1,4,2,"Retired"
"CCB",45,0,6,1,"Service"
"CCB",70,1,2,3,"Finance"
"ICBC",29,1,7,3,"Finance"
"CCB",28,0,1,1,"Service"
"BOC",35,0,6,1,"Finance"
"CCB",75,1,7,4,"Unemployed"
"BOC",20,1,4,5,"Education"
"CCB",61,1,4,2,"Finance"
"CCB",75,0,7,2,"Unemployed"
"CCB",38,0,7,5,"Retired"
"ICBC",70,1,2,2,"Government"
"CCB",64,0,6,2,"Education"
"ICBC",32,1,3,1,"Industry"
"CCB",43,0,5,4,"Retired"
"BOC",38,0,2,5,"Industry"
"BOC",66,1,6,2,"Student"
"CCB",40,0,6,3,"Education"
"CCB",56,1,7,1,"Retired"
"CCB",50,0,4,2,"Service"
"CCB",41,1,4,1,"Industry"
"BOC",53,0,1,2,"Education"
"BOC",45,0,3,3,"Education"
"CCB",41,1,6,5,"Student"
"CCB",72,0,7,2,"Government"
"CCB",42,0,3,3,"Retired"
"CCB",29,0,5,5,"Service"
"BOC",29,0,1,3,"Unemployed"
"BOC",38,0,2,3,"Student"
"CCB",59,0,1,4,"Government"
"BOC",70,0,3,3,"Finance"
"ICBC",54,1,3,1,"Unemployed"
"BOC",37,0,1,5,"Industry"
"ICBC",63,0,3,1,"Unemployed"
"CCB",41,0,6,2,"Education"
"CCB",43,0,5,2,"Finance"
"CCB",42,0,1,1,"Education"
"CCB",18,0,4,3,"Government"
"BOC",48,0,4,3,"Unemployed"
"BOC",54,1,6,3,"Government"
"BOC",24,1,2,5,"Student"
"CCB",53,0,5,1,"Government"
"CCB",73,1,4,4,"Government"
"CCB",29,1,5,2,"Student"
"BOC",54,1,2,4,"Education"
"BOC",24,1,6,5,"Industry"
"BOC",37,1,1,4,"Finance"
"CCB",69,0,4,4,"Service"
"CCB",39,0,6,2,"Finance"
"BOC",26,1,3,2,"Student"
"ICBC",54,0,2,1,"Industry"
"CCB",62,1,5,1,"Industry"
"CCB",65,0,7,3,"Finance"
"BOC",41,1,7,4,"Unemployed"
"BOC",68,0,5,3,"Government"
"CCB",53,0,6,5,"Industry"
"CCB",70,1,5,3,"Government"
"CCB",71,0,2,2,"Student"
"BOC",23,1,4,3,"Unemployed"
"CCB",67,0,6,5,"Government"
"CCB",32,0,1,1,"Education"
"CCB",40,1,7,3,"Finance"
"CCB",62,0,3,2,"Education"
"CCB",60,1,7,3,"Government"
"BOC",33,1,3,5,"Industry"
"CCB",71,1,4,2,"Student"
"BOC",23,1,5,5,"Finance"
"CCB",40,0,7,2,"Retired"
"CCB",54,0,2,1,"Government"
"BOC",34,1,1,4,"Government"
"ABC",75,1,1,3,"Student"
"BOC",19,1,1,2,"Government"
"CCB",34,1,7,2,"Unemployed"
"CCB",47,0,6,4,"Finance"
"CCB",54,1,7,1,"Finance"
"CCB",68,1,5,3,"Government"
"CCB",75,1,5,2,"Unemployed"
"CCB",47,1,1,3,"Service"
"BOC",31,1,5,1,"Education"
"CCB",37,1,4,3,"Finance"
"CCB",58,1,5,5,"Government"
"BOC",42,1,2,5,"Student"
"BOC",71,1,5,3,"Retired"
"CCB",37,1,6,3,"Service"
"BOC",39,1,7,4,"Unemployed"
"BOC",26,1,7,1,"Unemployed"
"CCB",27,0,5,3,"Service"
"BOC",19,0,6,1,"Unemployed"
"BOC",30,0,1,2,"Student"
"BOC",18,1,7,5,"Finance"
"CCB",23,1,2,1,"Service"
"BOC",23,1,3,4,"Industry"
"BOC",34,1,2,2,"Student"
"BOC",41,0,2,4,"Unemployed"
"CCB",50,0,7,4,"Industry"
"CCB",75,0,7,2,"Education"
"BOC",40,0,3,3,"Retired"
"BOC",36,0,5,4,"Unemployed"
"BOC",49,0,4,2,"Student"
"CCB",35,0,6,3,"Government"
"CCB",39,0,7,3,"Service"
"BOC",41,1,2,2,"Education"
"BOC",36,1,6,5,"Industry"
"CCB",71,0,6,3,"Finance"
"ICBC",50,0,4,1,"Industry"
"BOC",18,0,2,5,"Retired"
"BOC",55,1,2,2,"Industry"
"CCB",53,0,4,2,"Industry"
"CCB",48,0,1,3,"Finance"
"ICBC",29,0,1,4,"Industry"
"CCB",65,1,6,1,"Student"
"ICBC",73,1,1,3,"Student"
"BOC",61,0,3,2,"Finance"
"BOC",56,0,1,5,"Service"
"ICBC",53,1,5,4,"Retired"
"CCB",31,0,6,2,"Student"
"CCB",28,0,7,3,"Unemployed"
"CCB",68,0,4,2,"Industry"
"BOC",22,1,1,5,"Finance"
"CCB",32,0,2,4,"Student"
"BOC",70,0,3,4,"Retired"
"BOC",29,0,7,2,"Service"
"BOC",51,1,4,5,"Industry"
"ABC",52,0,1,4,"Retired"
"BOC",74,0,4,4,"Unemployed"
"CCB",37,0,4,3,"Industry"
"BOC",66,0,7,5,"Unemployed"
"BOC",30,1,6,4,"Government"
"CCB",52,0,1,4,"Government"
"ICBC",73,1,1,2,"Service"
"ABC",34,1,4,1,"Education"
"ABC",48,0,2,2,"Retired"
"BOC",63,1,2,2,"Finance"
"BOC",71,1,2,5,"Education"
"BOC",74,1,1,4,"Unemployed"
"ICBC",38,1,7,1,"Student"
"BOC",58,1,1,5,"Unemployed"
"BOC",31,0,4,5,"Industry"
"CCB",35,0,3,1,"Government"
"BOC",69,0,4,5,"Government"
"BOC",51,1,2,2,"Industry"
"BOC",69,1,3,4,"Industry"
"BOC",19,1,6,4,"Retired"
"CCB",21,1,3,4,"Student"
"CCB",40,1,6,3,"Government"
"BOC",71,0,4,3,"Unemployed"
"BOC",72,0,4,5,"Service"
"CCB",62,0,7,1,"Industry"
"CCB",40,0,7,2,"Service"
"CCB",59,0,5,2,"Retired"
"BOC",25,1,4,1,"Unemployed"
"CCB",44,1,1,4,"Education"
"BOC",70,1,2,2,"Industry"
"CCB",42,0,6,1,"Student"
"BOC",43,1,1,5,"Service"
"ICBC",66,0,3,2,"Retired"
"BOC",31,1,2,2,"Student"
"CCB",35,1,5,4,"Industry"
"CCB",75,0,6,2,"Retired"
"CCB",72,0,4,1,"Student"
"CCB",62,0,4,4,"Unemployed"
"BOC",57,1,3,5,"Retired"
"CCB",73,1,3,1,"Finance"
"CCB",64,1,1,2,"Finance"
"BOC",25,1,5,5,"Government"
"CCB",46,0,2,3,"Education"
"BOC",47,1,4,4,"Retired"
"BOC",18,0,2,2,"Service"
"BOC",56,0,2,4,"Education"
"CCB",45,0,7,4,"Student"
"BOC",61,1,1,4,"Industry"
"BOC",30,0,6,2,"Industry"
"ICBC",62,1,4,1,"Industry"
"CCB",56,1,5,2,"Government"
"BOC",65,1,5,4,"Retired"
"BOC",41,1,2,1,"Finance"
"ICBC",32,0,3,4,"Industry"
"CCB",26,1,1,3,"Student"
"CCB",31,0,2,1,"Unemployed"
"BOC",54,1,3,2,"Education"
"BOC",44,1,7,3,"Retired"
"BOC",50,1,2,5,"Retired"
"CCB",42,0,4,4,"Government"
"ICBC",38,0,6,1,"Student"
"BOC",32,1,5,4,"Service"
"BOC",27,1,4,4,"Student"
"CCB",35,0,4,4,"Government"
"BOC",68,1,4,2,"Government"
"BOC",39,1,5,2,"Industry"
"ICBC",59,0,1,2,"Retired"
"BOC",34,1,5,4,"Retired"
"CCB",74,1,6,1,"Education"
"CCB",45,1,7,4,"Retired"
"ABC",24,1,2,2,"Retired"
"BOC",26,0,1,2,"Service"
"BOC",56,1,3,5,"Industry"
"CCB",72,0,4,1,"Finance"
"ABC",35,1,6,1,"Retired"
"CCB",43,0,6,1,"Retired"
"BOC",45,1,4,5,"Student"
"CCB",30,1,7,3,"Student"
"ABC",43,0,1,5,"Retired"
"CCB",65,0,5,2,"Unemployed"
"BOC",65,1,6,5,"Unemployed"
"BOC",26,1,1,4,"Government"
"CCB",67,1,6,2,"Industry"
"CCB",70,1,5,5,"Student"
"BOC",58,1,1,5,"Education"
"CCB",34,1,7,5,"Education"
"CCB",64,1,5,1,"Education"
"BOC",71,1,3,4,"Service"
"BOC",62,0,3,2,"Student"
"BOC",61,1,4,5,"Finance"
"BOC",18,0,3,1,"Government"
"BOC",58,1,2,4,"Government"
"ICBC",29,0,2,2,"Student"
"CCB",37,1,2,1,"Finance"
"CCB",21,0,6,5,"Industry"
"ICBC",70,1,5,3,"Retired"
"BOC",74,0,1,1,"Unemployed"
"BOC",36,1,1,4,"Government"
"BOC",23,0,7,5,"Unemployed"
"ABC",59,1,6,1,"Retired"
"CCB",23,1,4,4,"Industry"
"CCB",70,0,4,3,"Service"
"CCB",62,1,7,2,"Student"
"CCB",33,0,6,1,"Retired"
"CCB",29,1,3,4,"Retired"
"BOC",43,0,3,2,"Retired"
"CCB",34,1,5,2,"Service"
"BOC",57,0,3,1,"Service"
"BOC",67,1,4,1,"Finance"
"CCB",26,0,3,2,"Industry"
"CCB",19,1,7,5,"Education"
"CCB",67,1,3,2,"Unemployed"
"CCB",47,0,5,4,"Student"
"CCB",42,0,7,5,"Industry"
"CCB",35,0,6,1,"Industry"
"CCB",42,0,6,5,"Student"
"BOC",22,0,3,5,"Retired"
"BOC",35,0,7,5,"Finance"
"CCB",61,0,5,1,"Education"
"CCB",70,0,7,4,"Education"
"BOC",36,0,7,5,"Service"
"CCB",59,1,6,2,"Unemployed"
"CCB",54,1,1,1,"Government"
"CCB",65,0,2,5,"Finance"
"BOC",35,0,2,1,"Unemployed"
"ICBC",60,0,5,2,"Industry"
"CCB",56,0,5,3,"Industry"
"BOC",45,0,4,2,"Retired"
"BOC",54,1,3,5,"Finance"
"BOC",28,1,5,4,"Student"
"BOC",54,1,3,4,"Service"
"BOC",50,1,2,2,"Student"
"CCB",31,0,6,1,"Unemployed"
"BOC",22,0,5,4,"Retired"
"CCB",52,1,5,2,"Unemployed"
"CCB",28,0,4,5,"Unemployed"
"ICBC",47,1,3,1,"Unemployed"
"BOC",47,1,2,5,"Government"
"CCB",70,0,5,2,"Education"
"BOC",32,1,1,2,"Service"
"CCB",58,0,3,2,"Finance"
"BOC",67,1,3,3,"Government"
"BOC",31,1,4,2,"Retired"
"CCB",24,0,2,1,"Service"
"BOC",39,1,1,5,"Finance"
"BOC",31,0,7,3,"Student"
"BOC",53,1,1,2,"Industry"
"CCB",21,0,5,1,"Service"
"ABC",53,0,1,2,"Student"
"CCB",58,1,1,2,"Finance"
"CCB",40,1,7,3,"Education"
"CCB",34,1,6,1,"Government"
"CCB",29,0,7,5,"Government"
"CCB",19,1,6,1,"Unemployed"
"CCB",70,0,5,4,"Government"
"CCB",69,0,4,4,"Student"
"CCB",59,0,1,3,"Education"
"CCB",67,0,5,4,"Finance"
"BOC",21,1,5,2,"Retired"
"BOC",39,1,7,3,"Industry"
"CCB",71,0,3,4,"Government"
"BOC",39,1,4,5,"Finance"
"BOC",32,0,6,1,"Retired"
"CCB",23,1,3,3,"Government"
"BOC",24,1,3,5,"Education"
"BOC",18,0,6,2,"Service"
"ABC",70,1,1,4,"Government"
"BOC",20,0,5,5,"Retired"
"CCB",73,0,2,3,"Government"
"CCB",22,1,5,4,"Finance"
"CCB",74,0,6,1,"Service"
"ICBC",38,1,1,3,"Student"
"CCB",68,1,6,5,"Service"
"BOC",41,0,2,5,"Unemployed"
"BOC",51,0,7,1,"Student"
"CCB",20,1,6,4,"Student"
"CCB",75,1,5,3,"Unemployed"
"CCB",72,1,6,2,"Student"
"CCB",39,1,2,1,"Unemployed"
"CCB",64,1,6,1,"Unemployed"
"BOC",24,1,3,4,"Industry"
"CCB",65,1,4,4,"Student"
"BOC",49,0,1,1,"Finance"
"ICBC",56,0,2,5,"Student"
"BOC",35,1,6,4,"Retired"
"ICBC",58,1,1,3,"Industry"
"ICBC",19,1,2,5,"Service"
"ICBC",34,0,3,2,"Finance"
"CCB",38,0,2,5,"Student"
"CCB",40,1,7,4,"Finance"
"BOC",68,1,1,3,"Finance"
"CCB",52,1,2,5,"Industry"
"BOC",70,0,4,2,"Service"
"CCB",21,1,7,1,"Unemployed"
"CCB",71,1,4,3,"Industry"
"BOC",66,0,1,5,"Student"
"CCB",20,0,7,5,"Finance"
"BOC",69,1,3,3,"Government"
"ABC",18,1,2,2,"Retired"
"CCB",23,0,7,3,"Retired"
"BOC",41,0,2,2,"Government"
"CCB",74,1,5,4,"Student"
"CCB",35,1,6,5,"Service"
"CCB",58,0,6,3,"Government"
"BOC",60,1,1,3,"Industry"
"ICBC",47,0,6,1,"Unemployed"
"CCB",47,0,4,4,"Education"
"BOC",65,1,4,4,"Finance"
"BOC",39,0,5,3,"Industry"
"CCB",48,1,7,2,"Finance"
"CCB",18,1,4,1,"Retired"
"BOC",27,0,4,5,"Education"
"BOC",56,1,2,4,"Finance"
"BOC",29,1,4,3,"Finance"
"CCB",44,1,5,1,"Industry"
"CCB",69,1,5,5,"Industry"
"CCB",18,1,2,2,"Student"
"CCB",61,1,2,4,"Unemployed"
"CCB",26,1,3,5,"Education"
"ABC",27,0,1,2,"Student"
"ICBC",26,0,5,1,"Industry"
"CCB",72,0,4,1,"Retired"
"CCB",47,1,7,2,"Unemployed"
"CCB",61,0,4,5,"Government"
"BOC",20,0,1,3,"Finance"
"CCB",45,1,7,2,"Service"
"CCB",37,1,7,2,"Finance"
"BOC",21,1,2,5,"Retired"
"CCB",22,1,7,1,"Industry"
"BOC",28,1,4,3,"Education"
"CCB",66,0,7,5,"Retired"
"CCB",27,0,7,4,"Government"
"ICBC",68,1,1,1,"Education"
"CCB",37,0,5,1,"Student"
"CCB",49,0,5,1,"Service"
"BOC",54,1,6,4,"Finance"
"CCB",23,0,7,4,"Industry"
"CCB",23,1,7,1,"Education"
"CCB",67,1,1,3,"Service"
"CCB",53,0,1,5,"Government"
"CCB",48,1,5,1,"Unemployed"
"BOC",26,1,3,5,"Education"
"ABC",42,1,2,1,"Retired"
"BOC",27,1,2,3,"Student"
"BOC",64,0,5,3,"Retired"
"CCB",48,1,6,2,"Government"
"CCB",63,1,5,5,"Retired"
"ICBC",57,0,1,4,"Student"
"BOC",30,1,4,4,"Retired"
"BOC",31,1,4,5,"Industry"
"CCB",49,1,3,3,"Industry"
"CCB",73,1,4,2,"Education"
"BOC",26,0,3,4,"Service"
"ICBC",71,0,2,1,"Retired"
"CCB",38,0,5,4,"Finance"
"CCB",23,1,7,2,"Student"
"CCB",68,0,6,4,"Service"
"BOC",40,0,3,1,"Service"
"CCB",64,0,7,4,"Education"
"CCB",40,0,3,3,"Education"
"BOC",32,1,5,5,"Retired"
"BOC",47,1,3,4,"Industry"
"CCB",53,0,2,1,"Finance"
"BOC",47,1,5,4,"Unemployed"
"BOC",25,1,1,3,"Unemployed"
"CCB",37,0,7,2,"Government"
"CCB",29,0,7,3,"Student"
"BOC",41,1,5,1,"Student"
"CCB",50,1,1,4,"Education"
"CCB",40,1,6,1,"Education"
"CCB",33,0,6,2,"Finance"
"CCB",21,1,3,1,"Unemployed"
"BOC",43,1,4,5,"Service"
"ICBC",75,1,4,1,"Industry"
"BOC",54,0,5,5,"Service"
"CCB",44,1,7,3,"Education"
"BOC",50,0,1,3,"Education"
"BOC",19,1,3,4,"Unemployed"
"CCB",39,0,7,3,"Industry"
"ICBC",53,0,5,4,"Industry"
"BOC",27,1,7,2,"Industry"
"CCB",66,0,2,3,"Industry"
"CCB",33,1,6,2,"Service"
"CCB",62,0,5,3,"Finance"
"CCB",27,1,7,1,"Unemployed"
"CCB",47,0,6,4,"Government"
"CCB",56,1,2,2,"Finance"
"ICBC",66,1,2,1,"Industry"
"CCB",34,1,2,2,"Service"
"CCB",55,0,3,4,"Education"
"ICBC",68,1,5,2,"Retired"
"BOC",29,1,1,5,"Retired"
"BOC",48,1,4,1,"Finance"
"CCB",26,1,2,3,"Service"
"CCB",29,0,6,1,"Finance"
"CCB",62,0,6,4,"Education"
"CCB",65,1,5,4,"Student"
"CCB",44,1,6,2,"Service"
"CCB",46,1,4,3,"Education"
"CCB",36,1,7,5,"Education"
"CCB",69,1,7,2,"Unemployed"
"BOC",37,1,1,1,"Education"
"CCB",26,0,4,5,"Government"
"CCB",22,0,3,3,"Service"
"CCB",73,1,7,4,"Finance"
"CCB",74,1,4,1,"Student"
"CCB",56,0,7,3,"Unemployed"
"CCB",25,0,3,4,"Student"
"BOC",51,1,1,5,"Unemployed"
"CCB",40,0,3,2,"Industry"
"CCB",46,0,1,4,"Industry"
"CCB",74,1,5,3,"Unemployed"
"CCB",50,0,3,3,"Industry"
"CCB",43,0,2,2,"Service"
"BOC",35,1,6,5,"Government"
"BOC",46,1,7,2,"Unemployed"
"CCB",33,0,6,1,"Retired"
"BOC",56,0,2,2,"Student"
"CCB",71,0,2,1,"Retired"
"CCB",43,1,6,1,"Education"
"CCB",62,1,4,4,"Finance"
"CCB",32,0,2,3,"Service"
"BOC",49,1,3,4,"Government"
"BOC",59,0,4,5,"Unemployed"
"BOC",25,1,3,3,"Education"
"ICBC",32,0,1,2,"Retired"
"CCB",30,1,2,2,"Finance"
"BOC",47,0,6,5,"Student"
"CCB",49,0,6,3,"Finance"
"BOC",22,1,5,1,"Unemployed"
"CCB",74,1,4,5,"Service"
"CCB",22,0,4,2,"Retired"
"CCB",40,1,3,2,"Industry"
"CCB",63,0,7,4,"Government"
"CCB",46,0,6,3,"Education"
"BOC",55,0,3,5,"Retired"
"CCB",36,1,4,1,"Education"
"ICBC",63,1,4,1,"Industry"
"CCB",40,1,2,1,"Government"
"ICBC",55,1,1,2,"Student"
"CCB",75,0,6,4,"Finance"
"CCB",72,0,4,2,"Student"
"BOC",27,0,7,4,"Retired"
"CCB",43,1,3,1,"Service"
"BOC",39,1,2,5,"Unemployed"
"CCB",58,0,1,5,"Government"
"BOC",27,1,3,5,"Education"
"CCB",28,1,3,3,"Government"
"CCB",38,0,7,1,"Unemployed"
"CCB",66,1,7,4,"Unemployed"
"CCB",29,0,3,1,"Government"
"BOC",34,1,4,5,"Government"
"ABC",44,0,1,3,"Service"
"CCB",58,0,6,1,"Finance"
"BOC",37,1,4,2,"Student"
"BOC",63,1,3,2,"Unemployed"
"CCB",51,1,3,3,"Student"
"CCB",42,1,7,2,"Retired"
"BOC",22,0,1,4,"Education"
"CCB",58,0,6,5,"Service"
"CCB",62,0,3,3,"Industry"
"CCB",49,0,5,3,"Student"
"CCB",53,1,2,4,"Education"
"CCB",25,1,4,2,"Education"
"BOC",48,1,4,5,"Government"
"CCB",66,1,1,4,"Finance"
"CCB",54,1,5,5,"Education"
"ABC",52,1,1,1,"Retired"
"CCB",41,0,7,2,"Service"
"BOC",32,1,7,4,"Finance"
"CCB",72,1,4,1,"Finance"
"BOC",25,0,3,5,"Unemployed"
"CCB",54,0,4,1,"Service"
"ABC",28,0,2,1,"Service"
"CCB",50,0,3,1,"Service"
"CCB",32,0,5,2,"Industry"
"BOC",40,0,1,5,"Service"
"CCB",68,1,5,4,"Service"
"BOC",67,1,3,3,"Finance"
"CCB",36,0,3,2,"Industry"
"BOC",20,0,7,2,"Education"
"BOC",28,0,2,3,"Education"
"BOC",30,0,3,4,"Unemployed"
"ICBC",51,0,1,2,"Unemployed"
"ICBC",37,1,2,2,"Student"
"CCB",19,0,7,4,"Service"
"CCB",41,0,6,5,"Finance"
"CCB",44,0,3,1,"Government"
